timestamp,millis, 76f96f013c, d39896f013c,819096f013c, 61ac96f013c, c71996f013c, 145496f013c, 50c596f013c, b84c96f013c
2023-03-02T15:51:51Z,255501,8.5,2.5,24.38,3.56,2.56,2.88,3.06,23.81
2023-03-02T15:51:52Z,256645,8.19,2.5,24.31,3.56,2.56,2.88,3,23.81
2023-03-02T15:51:54Z,257788,8.06,2.5,22.13,3.5,2.56,2.88,3.06,23.81
2023-03-02T15:51:55Z,258932,7.81,2.44,18.75,3.44,2.5,2.81,2.94,23.81
2023-03-02T15:51:56Z,260076,7.63,2.44,16,3.5,2.5,2.81,3,23.81
2023-03-02T15:51:57Z,261220,7.31,2.5,13.88,3.44,2.56,2.88,2.94,23.81
2023-03-02T15:51:58Z,262364,7.06,2.5,12.31,3.44,2.56,2.81,2.94,22.88
2023-03-02T15:51:59Z,263514,6.94,2.44,11.06,3.38,2.5,2.75,2.94,20.38
2023-03-02T15:52:00Z,264657,6.75,2.44,10.13,3.38,2.5,2.75,2.88,18.13
2023-03-02T15:52:02Z,265801,6.5,2.44,9.38,3.38,2.5,2.81,2.88,16.31
2023-03-02T15:52:03Z,266945,6.38,2.44,8.69,3.31,2.44,2.81,2.88,14.88
2023-03-02T15:52:04Z,268088,6.25,2.44,8.06,3.25,2.5,2.75,2.88,13.69
2023-03-02T15:52:05Z,269232,6.06,2.5,7.63,3.25,2.44,2.75,2.81,12.69
2023-03-02T15:52:06Z,270375,6,2.44,7.31,3.25,2.5,2.75,2.81,11.81
2023-03-02T15:52:07Z,271519,5.81,2.44,6.94,3.19,2.5,2.81,2.75,11
2023-03-02T15:52:08Z,272663,5.75,2.44,6.69,3.19,2.44,2.75,2.81,10.25
2023-03-02T15:52:10Z,273807,5.63,2.44,6.44,3.19,2.44,2.75,2.75,9.63
2023-03-02T15:52:11Z,274952,5.5,2.44,6.19,3.13,2.44,2.75,2.81,9.06
2023-03-02T15:52:12Z,276096,5.38,2.44,6,3.13,2.44,2.75,2.75,8.63
2023-03-02T15:52:13Z,277239,5.25,2.38,5.81,3.13,2.44,2.69,2.75,8.19
2023-03-02T15:52:14Z,278383,5.19,2.44,5.69,3.13,2.44,2.75,2.81,7.81
2023-03-02T15:52:15Z,279530,5.06,2.44,5.56,3.06,2.38,2.75,2.75,7.44
2023-03-02T15:52:16Z,280674,5.06,2.38,5.5,3.06,2.44,2.75,2.75,7.06
2023-03-02T15:52:18Z,281817,5,2.44,5.38,3.06,2.44,2.75,2.75,6.69
2023-03-02T15:52:19Z,282960,4.94,2.44,5.25,3.06,2.44,2.69,2.69,6.38
2023-03-02T15:52:20Z,284103,4.88,2.38,5.19,3.06,2.44,2.75,2.69,6.13
2023-03-02T15:52:21Z,285247,4.75,2.38,5.06,3.06,2.44,2.75,2.69,5.88
2023-03-02T15:52:22Z,286391,4.63,2.44,5,3.06,2.44,2.75,2.69,5.63
2023-03-02T15:52:23Z,287534,4.63,2.44,4.94,3.06,2.44,2.69,2.69,5.44
2023-03-02T15:52:24Z,288677,4.5,2.38,4.81,3.06,2.38,2.75,2.69,5.19
2023-03-02T15:52:26Z,289820,4.44,2.44,4.75,3,2.44,2.75,2.69,5.06
2023-03-02T15:52:27Z,290964,4.38,2.38,4.69,2.94,2.44,2.75,2.69,4.81
2023-03-02T15:52:28Z,292121,4.38,2.38,4.63,2.94,2.38,2.75,2.69,4.69
2023-03-02T15:52:29Z,293270,4.25,2.38,4.56,2.94,2.44,2.69,2.69,4.5
2023-03-02T15:52:30Z,294419,4.19,2.38,4.5,3,2.44,2.75,2.69,4.38
2023-03-02T15:52:31Z,295572,4.06,2.38,4.44,2.94,2.44,2.69,2.69,4.25
2023-03-02T15:52:32Z,296721,4.06,2.38,4.44,2.94,2.38,2.75,2.69,4.13
2023-03-02T15:52:34Z,297870,3.94,2.38,4.44,2.94,2.38,2.75,2.63,4
2023-03-02T15:52:35Z,299019,3.94,2.38,4.38,2.94,2.38,2.75,2.63,3.88
2023-03-02T15:52:36Z,300168,3.88,2.44,4.38,2.94,2.38,2.75,2.63,3.75
2023-03-02T15:52:37Z,301317,3.88,2.38,4.31,2.94,2.38,2.75,2.63,3.69
2023-03-02T15:52:38Z,302466,3.81,2.38,4.25,3,2.44,2.81,2.63,3.63
2023-03-02T15:52:39Z,303614,3.75,2.38,4.19,2.94,2.38,2.75,2.63,3.56
2023-03-02T15:52:40Z,304761,3.75,2.38,4.19,2.94,2.38,2.69,2.63,3.5
2023-03-02T15:52:42Z,305911,3.69,2.31,4.19,2.94,2.38,2.69,2.63,3.44
2023-03-02T15:52:43Z,307060,3.69,2.38,4.13,2.88,2.38,2.75,2.63,3.38
2023-03-02T15:52:44Z,308210,3.69,2.38,4.13,2.94,2.38,2.69,2.63,3.31
2023-03-02T15:52:45Z,309359,3.56,2.38,4.06,2.88,2.38,2.75,2.63,3.25
2023-03-02T15:52:46Z,310508,3.56,2.38,4,2.94,2.38,2.69,2.63,3.19
2023-03-02T15:52:47Z,311658,3.56,2.38,4,2.94,2.38,2.69,2.63,3.19
2023-03-02T15:52:48Z,312807,3.56,2.38,4,2.94,2.38,2.69,2.63,3.13
2023-03-02T15:52:50Z,313957,3.56,2.31,3.94,2.88,2.38,2.69,2.56,3.06
2023-03-02T15:52:51Z,315106,3.5,2.38,3.94,2.88,2.38,2.75,2.63,3.06
2023-03-02T15:52:52Z,316259,3.5,2.38,3.94,2.88,2.38,2.75,2.63,3
2023-03-02T15:52:53Z,317408,3.44,2.38,3.94,2.94,2.38,2.75,2.63,3
2023-03-02T15:52:54Z,318557,3.44,2.38,3.94,2.94,2.38,2.75,2.63,2.94
2023-03-02T15:52:55Z,319707,3.44,2.38,3.94,2.88,2.38,2.63,2.63,2.88
2023-03-02T15:52:57Z,320856,3.38,2.31,3.88,2.88,2.38,2.75,2.63,2.88
2023-03-02T15:52:58Z,322004,3.38,2.31,3.94,2.88,2.38,2.69,2.63,2.88
2023-03-02T15:52:59Z,323154,3.38,2.38,3.88,2.88,2.38,2.75,2.63,2.81
2023-03-02T15:53:00Z,324303,3.31,2.38,3.81,2.88,2.38,2.69,2.63,2.81
2023-03-02T15:53:01Z,325452,3.31,2.38,3.81,2.88,2.38,2.69,2.56,2.81
2023-03-02T15:53:02Z,326602,3.25,2.38,3.81,2.88,2.44,2.75,2.63,2.81
2023-03-02T15:53:03Z,327756,3.31,2.38,3.88,2.88,2.38,2.69,2.63,2.69
2023-03-02T15:53:05Z,328909,3.25,2.38,3.81,2.88,2.38,2.63,2.63,2.69
2023-03-02T15:53:06Z,330058,3.25,2.38,3.81,2.88,2.38,2.69,2.63,2.69
2023-03-02T15:53:07Z,331208,3.25,2.38,3.81,2.94,2.38,2.69,2.56,2.69
2023-03-02T15:53:08Z,332357,3.25,2.31,3.81,2.94,2.38,2.69,2.56,2.69
2023-03-02T15:53:09Z,333506,3.19,2.38,3.81,2.88,2.38,2.69,2.56,2.69
2023-03-02T15:53:10Z,334656,3.19,2.38,3.75,2.94,2.38,2.69,2.63,2.63
2023-03-02T15:53:11Z,335805,3.25,2.38,3.75,2.88,2.38,2.69,2.63,2.69
2023-03-02T15:53:13Z,336955,3.19,2.31,3.81,2.88,2.38,2.69,2.63,2.63
2023-03-02T15:53:14Z,338104,3.25,2.38,3.81,2.88,2.38,2.69,2.56,2.63
2023-03-02T15:53:15Z,339254,3.25,2.38,3.75,2.88,2.38,2.69,2.63,2.63
2023-03-02T15:53:16Z,340403,3.25,2.38,3.75,2.88,2.38,2.69,2.63,2.56
2023-03-02T15:53:17Z,341550,3.19,2.38,3.75,2.88,2.38,2.63,2.63,2.56
2023-03-02T15:53:18Z,342700,3.19,2.38,3.75,2.88,2.38,2.75,2.63,2.63
2023-03-02T15:53:20Z,343848,3.13,2.31,3.75,2.81,2.38,2.69,2.63,2.56
2023-03-02T15:53:21Z,344997,3.19,2.38,3.75,2.81,2.38,2.63,2.63,2.56
2023-03-02T15:53:22Z,346147,3.19,2.31,3.75,2.81,2.38,2.69,2.56,2.56
2023-03-02T15:53:23Z,347296,3.13,2.31,3.75,2.81,2.38,2.69,2.63,2.56
2023-03-02T15:53:24Z,348445,3.13,2.31,3.75,2.81,2.38,2.69,2.63,2.56
2023-03-02T15:53:25Z,349595,3.19,2.38,3.75,2.81,2.38,2.69,2.56,2.5
2023-03-02T15:53:26Z,350744,3.19,2.31,3.75,2.81,2.38,2.63,2.56,2.5
2023-03-02T15:53:28Z,351893,3.19,2.38,3.75,2.81,2.38,2.69,2.56,2.56
2023-03-02T15:53:29Z,353046,3.13,2.38,3.69,2.81,2.38,2.69,2.63,2.56
2023-03-02T15:53:30Z,354196,3.13,2.31,3.69,2.81,2.38,2.69,2.56,2.5
2023-03-02T15:53:31Z,355345,3.13,2.38,3.69,2.81,2.38,2.69,2.56,2.5
2023-03-02T15:53:32Z,356494,3.13,2.38,3.69,2.81,2.38,2.69,2.56,2.56
2023-03-02T15:53:33Z,357644,3.06,2.31,3.75,2.88,2.38,2.69,2.63,2.5
2023-03-02T15:53:34Z,358793,3.13,2.38,3.75,2.88,2.38,2.69,2.56,2.5
2023-03-02T15:53:36Z,359947,3.13,2.38,3.69,2.88,2.38,2.69,2.63,2.5
2023-03-02T15:53:37Z,361097,3.13,2.38,3.69,2.81,2.38,2.69,2.56,2.56
2023-03-02T15:53:38Z,362246,3.13,2.38,3.69,2.88,2.38,2.75,2.56,2.5
2023-03-02T15:53:39Z,363396,3.06,2.38,3.69,2.88,2.38,2.69,2.56,2.56
2023-03-02T15:53:40Z,364545,3.06,2.38,3.69,2.88,2.38,2.75,2.56,2.5
2023-03-02T15:53:41Z,365698,3.13,2.38,3.69,2.81,2.38,2.69,2.56,2.5
2023-03-02T15:53:42Z,366846,3.13,2.38,3.69,2.88,2.38,2.69,2.63,2.5
2023-03-02T15:53:44Z,367996,3.06,2.38,3.69,2.88,2.38,2.75,2.63,2.5
2023-03-02T15:53:45Z,369145,3.06,2.38,3.69,2.81,2.44,2.75,2.63,2.5
2023-03-02T15:53:46Z,370295,3.13,2.38,3.69,2.88,2.38,2.75,2.56,2.5
2023-03-02T15:53:47Z,371444,3.06,2.38,3.69,2.88,2.38,2.69,2.63,2.5
2023-03-02T15:53:48Z,372593,3.06,2.31,3.63,2.88,2.38,2.69,2.63,2.5
2023-03-02T15:53:49Z,373743,3.13,2.31,3.69,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:53:51Z,374892,3.06,2.38,3.69,2.81,2.38,2.75,2.63,2.5
2023-03-02T15:53:52Z,376042,3.06,2.38,3.69,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:53:53Z,377191,3.06,2.38,3.63,2.88,2.38,2.75,2.56,2.5
2023-03-02T15:53:54Z,378338,3.06,2.38,3.69,2.81,2.38,2.69,2.56,2.44
2023-03-02T15:53:55Z,379487,3,2.38,3.69,2.88,2.38,2.63,2.63,2.44
2023-03-02T15:53:56Z,380636,3.06,2.31,3.69,2.81,2.38,2.69,2.56,2.5
2023-03-02T15:53:57Z,381784,3.13,2.38,3.69,2.81,2.38,2.69,2.56,2.44
2023-03-02T15:53:59Z,382932,3.06,2.38,3.69,2.88,2.44,2.63,2.56,2.44
2023-03-02T15:54:00Z,384081,3.06,2.31,3.69,2.88,2.38,2.63,2.63,2.44
2023-03-02T15:54:01Z,385230,3.06,2.38,3.69,2.81,2.38,2.63,2.63,2.44
2023-03-02T15:54:02Z,386379,3.06,2.38,3.69,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:54:03Z,387528,3.06,2.31,3.69,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:54:04Z,388676,3.13,2.38,3.69,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:54:05Z,389838,3.06,2.38,3.69,2.81,2.38,2.69,2.56,2.44
2023-03-02T15:54:07Z,390988,3.13,2.38,3.69,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:54:08Z,392144,3.06,2.31,3.69,2.81,2.38,2.63,2.63,2.44
2023-03-02T15:54:09Z,393294,3.13,2.31,3.69,2.88,2.38,2.63,2.63,2.44
2023-03-02T15:54:10Z,394445,3.06,2.31,3.69,2.81,2.38,2.69,2.56,2.44
2023-03-02T15:54:11Z,395596,3.06,2.38,3.69,2.81,2.38,2.63,2.63,2.44
2023-03-02T15:54:12Z,396747,3.06,2.38,3.69,2.81,2.31,2.63,2.63,2.44
2023-03-02T15:54:14Z,397898,3.06,2.38,3.69,2.88,2.38,2.69,2.63,2.38
2023-03-02T15:54:15Z,399048,3.06,2.31,3.69,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:54:16Z,400199,3.06,2.31,3.69,2.88,2.38,2.75,2.63,2.44
2023-03-02T15:54:17Z,401350,3.06,2.31,3.69,2.88,2.38,2.63,2.63,2.44
2023-03-02T15:54:18Z,402504,3,2.38,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:54:19Z,403655,3,2.38,3.69,2.81,2.38,2.63,2.56,2.44
2023-03-02T15:54:20Z,404806,3.06,2.31,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:54:22Z,405958,3.06,2.31,3.69,2.81,2.38,2.63,2.56,2.44
2023-03-02T15:54:23Z,407109,3.06,2.31,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:54:24Z,408260,3.06,2.38,3.69,2.88,2.38,2.69,2.56,2.44
2023-03-02T15:54:25Z,409411,3.06,2.31,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:54:26Z,410562,3,2.31,3.69,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:54:27Z,411714,3.06,2.31,3.69,2.81,2.38,2.75,2.56,2.44
2023-03-02T15:54:28Z,412865,3.06,2.31,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:54:30Z,414016,3.06,2.38,3.69,2.88,2.38,2.69,2.56,2.38
2023-03-02T15:54:31Z,415165,3.06,2.38,3.69,2.88,2.31,2.63,2.63,2.44
2023-03-02T15:54:32Z,416316,3.06,2.38,3.75,2.81,2.38,2.63,2.63,2.44
2023-03-02T15:54:33Z,417467,3.06,2.31,3.69,2.88,2.38,2.63,2.56,2.44
2023-03-02T15:54:34Z,418618,3.06,2.38,3.69,2.88,2.44,2.63,2.63,2.44
2023-03-02T15:54:35Z,419769,3.06,2.31,3.69,2.88,2.44,2.63,2.63,2.44
2023-03-02T15:54:37Z,420921,3,2.38,3.69,2.81,2.38,2.75,2.63,2.44
2023-03-02T15:54:38Z,422072,3.06,2.31,3.69,2.81,2.44,2.69,2.63,2.44
2023-03-02T15:54:39Z,423223,3.06,2.38,3.69,2.81,2.44,2.69,2.63,2.44
2023-03-02T15:54:40Z,424379,3.06,2.38,3.69,2.81,2.38,2.69,2.56,2.44
2023-03-02T15:54:41Z,425530,3.06,2.31,3.69,2.88,2.38,2.63,2.56,2.44
2023-03-02T15:54:42Z,426685,3.06,2.38,3.69,2.88,2.38,2.69,2.63,2.38
2023-03-02T15:54:43Z,427836,3.06,2.31,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:54:45Z,428987,3,2.38,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:54:46Z,430138,3,2.38,3.69,2.88,2.38,2.75,2.63,2.44
2023-03-02T15:54:47Z,431290,3.06,2.31,3.69,2.81,2.31,2.63,2.63,2.44
2023-03-02T15:54:48Z,432441,3.06,2.38,3.69,2.81,2.38,2.63,2.63,2.44
2023-03-02T15:54:49Z,433592,3.06,2.31,3.69,2.88,2.31,2.63,2.63,2.44
2023-03-02T15:54:50Z,434743,3.06,2.31,3.69,2.88,2.31,2.63,2.56,2.44
2023-03-02T15:54:52Z,435895,3.06,2.38,3.69,2.88,2.38,2.56,2.63,2.44
2023-03-02T15:54:53Z,437046,3.06,2.31,3.69,2.81,2.31,2.63,2.63,2.44
2023-03-02T15:54:54Z,438197,3.06,2.31,3.69,2.88,2.38,2.63,2.63,2.44
2023-03-02T15:54:55Z,439352,3.06,2.31,3.69,2.88,2.31,2.63,2.63,2.44
2023-03-02T15:54:56Z,440503,3.06,2.31,3.69,2.88,2.38,2.63,2.63,2.44
2023-03-02T15:54:57Z,441654,3.06,2.38,3.69,2.88,2.38,2.63,2.63,2.44
2023-03-02T15:54:58Z,442805,3,2.38,3.69,2.88,2.38,2.69,2.56,2.44
2023-03-02T15:55:00Z,443956,3.06,2.31,3.69,2.81,2.38,2.63,2.63,2.44
2023-03-02T15:55:01Z,445107,3.06,2.31,3.75,2.88,2.31,2.63,2.63,2.44
2023-03-02T15:55:02Z,446258,3,2.31,3.75,2.88,2.38,2.56,2.63,2.44
2023-03-02T15:55:03Z,447410,3.06,2.38,3.69,2.81,2.38,2.69,2.56,2.44
2023-03-02T15:55:04Z,448561,3.06,2.38,3.69,2.88,2.38,2.56,2.56,2.44
2023-03-02T15:55:05Z,449712,3.06,2.38,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:55:06Z,450863,3.06,2.38,3.69,2.81,2.38,2.63,2.63,2.44
2023-03-02T15:55:08Z,452012,3,2.38,3.69,2.81,2.38,2.63,2.63,2.5
2023-03-02T15:55:09Z,453163,3.06,2.38,3.69,2.81,2.38,2.56,2.63,2.44
2023-03-02T15:55:10Z,454313,3.06,2.38,3.69,2.81,2.38,2.63,2.56,2.44
2023-03-02T15:55:11Z,455465,3.06,2.38,3.69,2.88,2.38,2.69,2.56,2.44
2023-03-02T15:55:12Z,456621,3.06,2.38,3.69,2.88,2.38,2.63,2.63,2.44
2023-03-02T15:55:13Z,457773,3.06,2.38,3.69,2.88,2.38,2.63,2.56,2.44
2023-03-02T15:55:15Z,458924,3,2.38,3.69,2.81,2.38,2.63,2.63,2.44
2023-03-02T15:55:16Z,460075,3.06,2.38,3.75,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:55:17Z,461227,3.06,2.38,3.69,2.88,2.38,2.56,2.63,2.44
2023-03-02T15:55:18Z,462377,3.06,2.38,3.69,2.88,2.38,2.63,2.56,2.44
2023-03-02T15:55:19Z,463533,3.06,2.38,3.69,2.88,2.44,2.56,2.56,2.44
2023-03-02T15:55:20Z,464684,3.06,2.38,3.69,2.81,2.44,2.63,2.56,2.5
2023-03-02T15:55:21Z,465835,3.06,2.38,3.69,2.88,2.44,2.69,2.56,2.44
2023-03-02T15:55:23Z,466985,3.06,2.38,3.69,2.88,2.44,2.63,2.56,2.44
2023-03-02T15:55:24Z,468136,3.06,2.38,3.69,2.88,2.44,2.63,2.56,2.44
2023-03-02T15:55:25Z,469288,3.06,2.38,3.69,2.88,2.44,2.63,2.63,2.44
2023-03-02T15:55:26Z,470439,3.06,2.38,3.69,2.88,2.44,2.63,2.56,2.38
2023-03-02T15:55:27Z,471590,3.13,2.38,3.69,2.88,2.38,2.69,2.56,2.38
2023-03-02T15:55:28Z,472741,3.06,2.38,3.69,2.81,2.44,2.56,2.56,2.44
2023-03-02T15:55:30Z,473892,3.06,2.38,3.75,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:55:31Z,475044,3.06,2.38,3.75,2.88,2.44,2.69,2.63,2.44
2023-03-02T15:55:32Z,476198,3.06,2.38,3.69,2.88,2.38,2.63,2.63,2.44
2023-03-02T15:55:33Z,477349,3.06,2.44,3.69,2.88,2.38,2.69,2.63,2.38
2023-03-02T15:55:34Z,478499,3.06,2.38,3.69,2.81,2.38,2.63,2.63,2.38
2023-03-02T15:55:35Z,479650,3.06,2.38,3.69,2.88,2.38,2.63,2.63,2.44
2023-03-02T15:55:36Z,480800,3.06,2.38,3.69,2.88,2.38,2.63,2.63,2.44
2023-03-02T15:55:38Z,481951,3,2.38,3.69,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:55:39Z,483102,3.06,2.44,3.75,2.88,2.38,2.63,2.56,2.44
2023-03-02T15:55:40Z,484252,3.06,2.38,3.69,2.88,2.38,2.56,2.56,2.44
2023-03-02T15:55:41Z,485403,3.06,2.38,3.69,2.81,2.38,2.75,2.63,2.38
2023-03-02T15:55:42Z,486553,3.06,2.38,3.69,2.88,2.44,2.63,2.63,2.38
2023-03-02T15:55:43Z,487704,3,2.38,3.75,2.81,2.44,2.69,2.63,2.44
2023-03-02T15:55:44Z,488855,3.06,2.38,3.75,2.81,2.44,2.69,2.63,2.44
2023-03-02T15:55:46Z,490004,3.06,2.31,3.75,2.81,2.44,2.63,2.63,2.44
2023-03-02T15:55:47Z,491148,3.06,2.38,3.69,2.81,2.44,2.63,2.63,2.38
2023-03-02T15:55:48Z,492292,3.06,2.38,3.69,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:55:49Z,493435,3.06,2.38,3.69,2.81,2.38,2.75,2.63,2.44
2023-03-02T15:55:50Z,494579,3.06,2.38,3.69,2.81,2.38,2.75,2.63,2.44
2023-03-02T15:55:51Z,495723,3.06,2.38,3.69,2.81,2.44,2.69,2.63,2.38
2023-03-02T15:55:53Z,496867,3.06,2.38,3.69,2.81,2.38,2.63,2.63,2.44
2023-03-02T15:55:54Z,498011,3.06,2.38,3.69,2.81,2.44,2.63,2.63,2.38
2023-03-02T15:55:55Z,499154,3.06,2.38,3.69,2.81,2.44,2.69,2.63,2.44
2023-03-02T15:55:56Z,500301,3,2.38,3.75,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:55:57Z,501445,3.06,2.38,3.75,2.88,2.44,2.63,2.69,2.44
2023-03-02T15:55:58Z,502590,3,2.38,3.69,2.88,2.44,2.63,2.63,2.44
2023-03-02T15:55:59Z,503734,3.06,2.38,3.69,2.88,2.44,2.69,2.63,2.44
2023-03-02T15:56:01Z,504878,3.06,2.38,3.69,2.81,2.38,2.63,2.63,2.38
2023-03-02T15:56:02Z,506022,3,2.38,3.69,2.88,2.44,2.69,2.63,2.44
2023-03-02T15:56:03Z,507166,3.06,2.38,3.69,2.81,2.44,2.69,2.63,2.44
2023-03-02T15:56:04Z,508311,3.06,2.44,3.69,2.88,2.44,2.69,2.69,2.38
2023-03-02T15:56:05Z,509455,3.06,2.38,3.69,2.88,2.38,2.75,2.63,2.44
2023-03-02T15:56:06Z,510600,3.06,2.38,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:56:07Z,511744,3.06,2.38,3.69,2.88,2.38,2.69,2.56,2.44
2023-03-02T15:56:09Z,512890,3,2.44,3.75,2.88,2.38,2.63,2.69,2.38
2023-03-02T15:56:10Z,514035,3.06,2.38,3.69,2.81,2.38,2.75,2.63,2.44
2023-03-02T15:56:11Z,515179,3.06,2.38,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:56:12Z,516323,3.06,2.38,3.69,2.88,2.38,2.63,2.69,2.38
2023-03-02T15:56:13Z,517468,3.06,2.38,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:56:14Z,518611,3.06,2.44,3.63,2.81,2.38,2.63,2.63,2.38
2023-03-02T15:56:15Z,519756,3.06,2.38,3.75,2.88,2.44,2.63,2.63,2.38
2023-03-02T15:56:17Z,520900,3.06,2.38,3.75,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:56:18Z,522049,3,2.38,3.69,2.88,2.44,2.75,2.63,2.38
2023-03-02T15:56:19Z,523194,3.06,2.31,3.69,2.81,2.44,2.63,2.63,2.38
2023-03-02T15:56:20Z,524338,3.06,2.44,3.69,2.81,2.38,2.69,2.69,2.38
2023-03-02T15:56:21Z,525480,3.06,2.44,3.69,2.81,2.44,2.69,2.63,2.44
2023-03-02T15:56:22Z,526624,3.06,2.38,3.69,2.81,2.38,2.69,2.56,2.44
2023-03-02T15:56:23Z,527769,3.06,2.38,3.69,2.88,2.38,2.69,2.63,2.38
2023-03-02T15:56:25Z,528913,3.06,2.38,3.69,2.81,2.44,2.63,2.63,2.38
2023-03-02T15:56:26Z,530058,3.06,2.31,3.69,2.81,2.38,2.63,2.63,2.38
2023-03-02T15:56:27Z,531202,3,2.38,3.69,2.88,2.44,2.69,2.63,2.44
2023-03-02T15:56:28Z,532346,3.06,2.38,3.69,2.88,2.44,2.69,2.63,2.38
2023-03-02T15:56:29Z,533490,3.06,2.38,3.69,2.88,2.44,2.69,2.63,2.38
2023-03-02T15:56:30Z,534634,3.06,2.38,3.69,2.88,2.38,2.75,2.69,2.44
2023-03-02T15:56:32Z,535779,3.06,2.38,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:56:33Z,536926,3,2.44,3.69,2.81,2.44,2.63,2.63,2.44
2023-03-02T15:56:34Z,538070,3.06,2.38,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:56:35Z,539214,3.06,2.31,3.69,2.81,2.38,2.75,2.63,2.38
2023-03-02T15:56:36Z,540358,3,2.31,3.69,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:56:37Z,541503,3.06,2.31,3.69,2.81,2.44,2.75,2.63,2.44
2023-03-02T15:56:38Z,542647,3.06,2.38,3.69,2.88,2.38,2.69,2.56,2.38
2023-03-02T15:56:40Z,543791,3.13,2.38,3.69,2.81,2.38,2.69,2.63,2.38
2023-03-02T15:56:41Z,544935,3.13,2.38,3.69,2.81,2.38,2.56,2.63,2.38
2023-03-02T15:56:42Z,546079,3.06,2.38,3.69,2.81,2.44,2.63,2.63,2.38
2023-03-02T15:56:43Z,547223,3.06,2.38,3.69,2.81,2.38,2.63,2.63,2.44
2023-03-02T15:56:44Z,548368,3.06,2.38,3.69,2.81,2.38,2.63,2.63,2.44
2023-03-02T15:56:45Z,549515,3,2.38,3.75,2.81,2.31,2.63,2.63,2.44
2023-03-02T15:56:46Z,550659,3,2.38,3.75,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:56:48Z,551803,3.06,2.38,3.75,2.88,2.38,2.63,2.63,2.44
2023-03-02T15:56:49Z,552947,3.06,2.38,3.69,2.88,2.38,2.63,2.63,2.38
2023-03-02T15:56:50Z,554097,3.06,2.38,3.69,2.81,2.38,2.69,2.56,2.38
2023-03-02T15:56:51Z,555241,3.06,2.38,3.69,2.88,2.38,2.75,2.63,2.44
2023-03-02T15:56:52Z,556386,3.06,2.38,3.75,2.88,2.44,2.69,2.63,2.44
2023-03-02T15:56:53Z,557530,3.06,2.38,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:56:54Z,558674,3.13,2.38,3.69,2.81,2.38,2.63,2.63,2.44
2023-03-02T15:56:56Z,559818,3.06,2.38,3.69,2.88,2.44,2.69,2.63,2.38
2023-03-02T15:56:57Z,560962,3.06,2.38,3.69,2.75,2.38,2.69,2.63,2.38
2023-03-02T15:56:58Z,562105,3.06,2.38,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:56:59Z,563249,3.06,2.25,3.69,2.81,2.38,2.63,2.63,2.44
2023-03-02T15:57:00Z,564393,3.06,2.25,3.69,2.88,2.38,2.69,2.69,2.44
2023-03-02T15:57:01Z,565537,3.06,2.31,3.69,2.88,2.44,2.69,2.63,2.44
2023-03-02T15:57:02Z,566682,3.06,2.31,3.69,2.88,2.38,2.63,2.63,2.44
2023-03-02T15:57:04Z,567826,3.06,2.31,3.69,2.88,2.38,2.69,2.63,2.44
2023-03-02T15:57:05Z,568970,3.06,2.38,3.69,2.88,2.44,2.69,2.63,2.44
2023-03-02T15:57:06Z,570115,3.13,2.38,3.69,2.88,2.38,2.56,2.63,2.44
2023-03-02T15:57:07Z,571258,3.06,2.38,3.69,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:57:08Z,572402,3,2.38,3.69,2.88,2.38,2.63,2.63,2.44
2023-03-02T15:57:09Z,573549,3,2.31,3.69,2.81,2.38,2.69,2.63,2.44
2023-03-02T15:57:10Z,574693,3.06,2.31,3.75,2.81,2.38,2.63,2.63,2.44
2023-03-02T15:57:12Z,575837,3.06,2.38,3.69,2.81,2.38,2.69,2.63,2.44
